itemid,Category
1807542528,2
1808536952,18
1810126069,3
1812314535,25
1812550415,31
1814468776,32
1816866932,3
1817698264,1
1817714005,32
1819098796,27
1819245539,1
1821210230,3
1821755931,3
1822845705,27
1823067259,3
1824967114,41
1825261663,32
1826449909,35
1826860157,42
1828990469,34
1829452343,7
1829777777,31
3456684,1
14702731,34
15333448,3
16976102,3
22729252,3
36720476,34
41541914,1
47377409,27
47872338,32
50271217,3
53859759,27
73133364,5
73141017,27
75423811,3
79478334,41
80644158,32
86732769,27
86741855,25
90254221,4
90538181,32
96027500,3
104041539,32
109472791,26
123729414,32
129114913,31
129343624,1
134215094,42
137892274,18
155915158,32
158505014,25
165875751,2
189797654,42
189798706,22
192015536,41
209374965,41
220737024,3
233709982,31
239445503,3
258323523,4
283152658,26
286137130,31
294738866,31
300218858,41
304256531,42
323984652,3
345019614,35
365447913,3
366165564,31
367626265,26
368093076,32
373444779,3
373454735,32
375591493,20
379886281,27
381019927,28
383960014,25
389152136,22
390407442,3
399510538,4
402170927,27
411091231,31
412845496,31
416400816,41
428020600,35
440658025,4
443054628,31
455754505,5
456480044,32
462837995,22
468744382,4
469267155,3
471381099,31
471429489,4
472257805,19
474188438,3
474352257,31
484018201,4
489303414,31
492551811,31
518683593,27
520570290,31
525121369,35
525790025,2
552082120,32
563715689,31
577775548,5
581174606,3
584541240,35
590740630,5
591478250,32
591961275,3
594370384,22
618093866,35
619305364,5
628625031,32
640011839,26
640825367,3
641104273,35
643769816,3
650152181,27
664845411,3
664871655,18
665719344,41
667904419,26
668519082,26
670901289,31
679041578,3
680094850,27
682025483,31
682617231,35
687033757,21
687973577,5
693941901,11
697622994,3
698056542,32
700684810,4
702520914,32
726446578,42
736242264,4
737676579,4
738854194,41
740624084,3
742073957,4
743626192,35
752280288,31
776177660,32
778444355,26
789239850,32
795277645,32
796703695,31
808437233,41
825007080,5
852564280,4
861941248,34
862640040,42
868248441,2
879080481,3
883757684,4
885060810,1
885576071,28
887653363,32
888889890,18
896788186,3
899269748,25
900543971,3
914434662,1
916497484,26
916656848,2
918385916,27
921594350,1
924214871,20
932834928,4
935631823,27
949535805,32
955435190,42
956036864,19
959073395,22
959103388,26
959108443,32
959447317,42
959687934,27
967777091,32
970697660,18
971590007,35
975564800,25
979506577,26
981088031,19
982626745,32
1001189950,1
1002398505,28
1003005709,18
1005473488,5
1007570392,22
1007570543,31
1011406761,37
1016112743,7
1020507130,38
1020965764,19
1021179959,27
1021364830,4
1024462744,2
1028891355,3
1031565748,35
1035406720,42
1036413465,27
1036415770,4
1037884971,26
1038545020,31
1039928813,31
1043196800,27
1043799742,3
1047198444,32
1049723704,26
1060343536,3
1062578475,32
1064508959,27
1071472990,31
1077945967,3
1079823017,5
1080466851,35
1081436407,31
1081453992,3
1082959303,4
1093025756,34
1093253263,4
1095014920,32
1098197447,25
1098386725,42
1099123595,4
1099983162,32
1100602581,2
1103619181,22
1105269270,2
1107676871,26
1107860783,27
1107981564,35
1113667743,35
1118055687,3
1118422080,26
1120314781,34
1124246022,4
1136006004,32
1136085248,32
1137684468,43
1137857175,31
1138440470,31
1138516563,35
1139043583,3
1141779520,32
1142451433,32
1147685145,42
1150331673,32
1156361288,3
1161220135,43
1161222185,27
1168829190,4
1168879064,26
1169543998,27
1172261427,41
1172552218,21
1173199971,42
1174275290,5
1175985261,3
1179749434,32
1179884145,27
1182945270,32
1190537748,19
1195462069,32
1199175858,25
1204985784,26
1206293549,32
1206293556,1
1208073743,42
1210678906,32
1211115644,25
1212382855,32
1215004566,31
1216857961,4
1218815097,26
1222296980,35
1222888180,22
1222924225,31
1222973148,27
1223065350,32
1223065355,27
1223267774,27
1226281639,3
1229133725,3
1233762032,2
1234493259,32
1235268630,18
1237882984,35
1240879691,3
1240880442,26
1240884125,26
1240884186,27
1241597105,18
1251468333,26
1252410685,3
1252827310,3
1253769669,35
1257150284,3
1257260703,31
1257793347,2
1257794395,1
1260767276,26
1262044210,2
1264622009,26
1264904893,4
1264911101,31
1265321931,32
1266250301,42
1266516777,12
1268398396,27
1268475599,26
1268480789,3
1269084669,35
1270185219,27
1270223620,4
1271318975,5
1271572984,5
1272377912,4
1272671665,32
1273493031,3
1273619351,31
1273933558,21
1273958200,27
1274154899,32
1275144833,19
1279062881,27
1281676206,3
1282123816,3
1284153670,3
1284274591,3
1285126947,25
1285813377,41
1286347763,32
1287285483,26
1287844076,5
1294188681,3
1294883526,3
1298660346,5
1301904416,3
1305668484,32
1306422005,1
1311304202,5
1311869526,27
1314191951,3
1315877287,42
1316134754,22
1316345172,32
1317003466,26
1323239981,32
1326876316,26
1327671254,41
1329488886,32
1330825513,42
1334764543,3
1337202816,31
1341925972,2
1346149697,26
1346463848,42
1346830572,5
1347656542,27
1348731296,26
1349245695,31
1352938324,31
1355738922,41
1357476318,3
1360167946,3
1361155631,26
1365390023,25
1371550749,1
1371922505,2
1371923682,35
1374418672,26
1374542667,4
1375423560,4
1375647929,41
1376815937,3
1377881254,26
1378443450,35
1378877533,4
1379532160,27
1383066005,32
1386999176,1
1389166583,1
1389268261,42
1389445427,4
1394247860,31
1395330414,18
1395383530,42
1399725718,31
1400418004,5
1400735258,34
1408485268,1
1411534633,1
1411874431,20
1412345510,42
1412851306,3
1414030097,41
1414453995,42
1414561078,4
1417544468,27
1418072499,27
1419842741,31
1422923541,32
1429607613,3
1433158039,26
1434045568,31
1437010855,31
1439638942,1
1440417459,4
1440966180,32
1441027200,25
1441274575,27
1442196229,35
1444994565,27
1445525414,4
1446704864,18
1447281634,18
1449710954,42
1450846444,4
1450846621,4
1451367958,26
1452216128,26
1455167150,4
1455278143,27
1455411971,2
1459532184,26
1461114340,35
1461144321,35
1461313428,32
1463575279,4
1464041669,42
1464077477,5
1465168828,21
1466362291,31
1466773516,2
1467631184,4
1471504501,35
1472553239,19
1472694960,27
1474858613,5
1475782380,32
1478655586,3
1478883001,26
1478892140,32
1481444018,7
1482930101,35
1483012091,42
1484459359,25
1486191973,31
1487685973,31
1489177249,3
1490091195,32
1490504348,28
1493112988,35
1494465042,32
1495448644,35
1495703638,25
1496599267,41
1496642733,27
1498476883,20
1499530179,31
1500265055,27
1500638953,35
1500970892,27
1503649311,32
1506112321,20
1506676121,32
1508079597,3
1511641531,35
1512205932,32
1512386874,4
1512387511,27
1512529572,4
1514734785,32
1515703151,27
1516403433,32
1516862414,31
1518574249,41
1518997306,3
1520797331,3
1521417939,35
1522746989,34
1523207750,21
1523331992,4
1527132116,27
1527953333,3
1527994665,32
1529347354,3
1530273526,3
1530834538,4
1531512619,41
1535924544,3
1539171366,2
1540131618,22
1542689932,32
1543052627,1
1545801237,35
1546462252,3
1549879374,3
1550972293,27
1551462228,3
1553479232,34
1554095040,32
1554412555,32
1555855041,32
1557491692,27
1557938405,3
1558683653,7
1560147418,3
1560419245,3
1560647461,1
1563483302,25
1566400313,4
1566882820,32
1570459640,26
1570668278,32
1571575465,42
1576328409,3
1583131993,27
1585853380,32
1586845092,35
1588083870,3
1588202197,3
1588416047,3
1588847938,25
1593608885,26
1597107065,21
1598468673,22
1599343262,32
1601839507,3
1601953099,32
1602518976,35
1603940647,3
1604552046,4
1605073782,22
1605712065,25
1606634183,32
1608860048,4
1609183503,35
1610095779,32
1611441270,27
1611598918,5
1612060098,4
1612079077,35
1615922013,31
1619156564,41
1619874326,35
1620720526,31
1623833228,32
1626123925,3
1626819885,31
1626864223,18
1626905132,34
1626922139,3
1628396535,34
1628563493,32
1629504377,27
1634931889,35
1638622450,3
1640709684,32
1643110470,5
1643965245,32
1644738445,31
1644807346,20
1645001222,35
1647248881,26
1648411631,31
1649810019,3
1649810228,32
1650448049,4
1650473103,3
1650513302,31
1650556626,4
1653132443,26
1653720789,34
1653929193,41
1654359643,27
1654401332,27
1656191740,5
1656389243,3
1656389369,22
1656393598,26
1656395543,4
1661208373,22
1661276176,26
1662289663,41
1663077349,41
1664806746,4
1664917955,34
1670507673,4
1671866322,22
1672274219,28
1672423408,32
1672535298,22
1673008182,4
1673191178,25
1674148400,3
1677145305,41
1680454014,3
1680619101,25
1681791137,31
1682688141,31
1683198784,26
1683225702,25
1683268604,42
1683296926,3
1683339634,3
1683430088,3
1683834479,26
1685528863,32
1688304735,32
1692428570,32
1693053053,41
1693591487,3
1694516339,3
1695288360,3
1695334023,25
1695407642,4
1696574822,32
1698302644,31
1700274614,18
1700535251,1
1703714607,26
1703769317,3
1704354156,32
1705540016,5
1705668330,26
1707468169,3
1707616018,32
1707789352,25
1707890417,3
1708125896,26
1709036233,3
1712455808,18
1713141599,20
1713364704,3
1713602837,3
1713895355,4
1713895537,26
1713900538,34
1713906941,28
1714039751,35
1714039779,18
1714093428,32
1715287980,26
1715451887,32
1715457593,3
1720313788,4
1721908982,26
1723759009,26
1724440560,21
1725506908,3
1731194458,41
1736516461,31
1737320317,42
1738750250,25
1741512158,2
1741638765,42
1741655361,2
1741656636,35
1741843646,18
1742203199,3
1742927999,41
1743243951,32
1744921376,35
1745623952,42
1746513951,32
1746556823,2
1746656705,41
1747129662,25
1748364345,3
1748385844,4
1749177958,22
1750703803,2
1752370401,35
1752835245,32
1754084742,35
1754967291,41
1755798026,25
1755925735,3
1756161758,32
1758259744,32
1758783365,26
1761015526,34
1761033814,26
1761452572,3
1761484575,2
1761677604,41
1762357652,27
1762647889,26
1763025032,41
1764157278,22
1764509131,26
1769106852,35
1769211611,3
1770042953,5
1770315811,26
1771543930,35
1771973951,1
1774614195,35
1776022424,18
1776022452,1
1776098387,31
1777484005,2
1778707607,1
1779091219,3
1781731690,19
1784079304,26
1784440636,26
1784671475,4
1784748280,41
1784922570,25
1786567479,31
1786971062,27
1788355805,4
1788811425,26
1789204233,32
1790450800,19
1791238839,18
1791993560,3
1792553084,4
1792643832,3
1793065128,25
1793068178,32
1793322604,18
1794384831,41
1796446514,32
1797480253,42
1797978674,4
1800394013,1
1800722256,3
1801394924,3
1803062328,41
1803135057,31
1804451803,22
1805942343,26
1806706498,4
1806909605,1
1807996833,3
1808617094,3
1808661460,32
1809019021,25
1811551465,5
1811799212,32
1812543205,3
1812550403,32
1813837929,35
1815191640,4
1816780775,18
1818394134,42
1819851017,22
1819889629,35
1820229976,4
1820838754,42
1820906281,25
1821050775,42
1821214691,32
1821411968,4
1821844853,26
1822316584,27
1823001355,42
1823188851,41
1826282744,3
1826461006,3
1828146077,1
1829738582,6
389730,26
5025364,22
11471791,3
12347583,41
34466987,25
36971817,18
43824569,3
44863855,41
53747875,20
64978392,4
65283740,26
65753743,32
65987956,12
69226997,31
69736519,32
76976034,31
80189367,35
86492817,3
86794638,18
87978755,19
97539317,19
98342325,27
103416762,31
105918007,31
126554428,35
127702329,35
150064722,1
162528204,25
169039467,4
169506869,3
184199785,26
188088683,3
192380827,3
211020109,31
212965823,3
220736377,25
225215963,31
236590016,35
251593218,4
255216596,4
295075006,18
323640901,42
344981867,3
350473172,31
363534227,27
365588591,35
382953239,35
388631423,42
397759316,18
408358492,25
412584569,25
415966080,1
434391576,32
444262271,41
446005099,32
455763091,32
462945026,25
465650854,41
471374898,32
473404383,27
473776594,32
473905430,35
478854816,32
484466319,32
487105009,32
497746571,32
520177842,18
520570303,18
525428333,5
557608633,31
557781104,1
564089688,35
569797959,4
573222136,3
578085977,41
584055578,4
584337615,27
590838635,31
591956454,41
604513127,42
617498993,27
619242798,4
622303018,31
636494010,34
636509264,32
651254116,25
663673973,26
665438460,26
673878426,19
675104909,22
682583991,3
682650477,42
683785107,3
685003709,4
685700454,31
688209500,3
698666880,32
699289896,32
699427465,32
706851478,26
706864506,5
731580483,31
744434262,42
746458979,18
751016378,4
751896174,32
755471220,4
764589530,35
765899163,32
786368736,32
787810211,3
788744840,31
801168684,31
806226360,35
810670142,31
815728416,3
817519476,3
820053561,26
833028772,31
836010520,19
850666305,35
856266348,4
858485364,31
858968416,42
862018037,38
872342666,31
877326569,3
879706759,27
885013647,27
885060846,19
885193089,41
886018447,42
887704540,26
892298148,4
907777026,3
916201193,32
921401298,4
929066598,4
930992341,18
935143891,41
935258399,3
937557957,42
938230470,35
943713579,4
950481766,18
954856161,34
955002475,3
955022891,26
955116496,27
959074760,22
959102804,3
959175617,42
959386043,25
959448125,26
959687981,31
959728056,4
960231220,4
964677978,3
966573442,5
967816082,32
967983757,1
971309707,4
974994818,18
979050210,2
981664325,32
987072662,22
988935187,32
997853760,26
1017849175,42
1020987620,32
1024206248,3
1027930061,25
1036067354,3
1036287922,32
1036444146,4
1036788794,41
1038839921,41
1039928716,32
1040038456,32
1040088995,3
1041785208,32
1042303418,3
1042810649,3
1043281823,4
1044286026,3
1049532295,35
1052384783,19
1052675281,31
1054495941,2
1060430471,26
1067927101,32
1069084154,32
1071321410,4
1072606443,35
1077086562,38
1081051531,3
1081439173,32
1091825857,35
1092087894,19
1093553518,5
1095203350,26
1095673303,26
1096125102,4
1097823970,19
1098180193,5
1098881004,32
1101197233,1
1103097202,26
1104054402,35
1104135677,26
1105630328,19
1110213412,4
1116015168,26
1118077762,27
1119999685,4
1120310906,27
1120314831,31
1122973049,3
1125189355,31
1125610552,3
1125627945,26
1131831480,27
1136480671,32
1138062425,18
1138157170,3
1138755055,34
1138857811,26
1139644131,31
1141513242,3
1144760263,31
1146038414,32
1146038923,35
1146796702,18
1149287865,26
1149541055,31
1150403742,5
1156708959,3
1158680517,3
1158806385,3
1159357840,26
1160713584,32
1162465197,19
1163502086,3
1164183878,31
1164841772,26
1167684315,1
1168828734,18
1168877382,26
1182420071,41
1183547966,35
1186831611,31
1187641099,3
1189686842,42
1193008305,3
1197298728,34
1199430335,3
1201193949,27
1202494718,31
1207806202,27
1211681639,26
1212130071,26
1213634163,4
1213671143,4
1216859916,41
1222944389,3
1225804362,31
1226042756,31
1226113504,31
1227189442,3
1236504900,4
1237617221,32
1239007205,34
1239926299,4
1240095993,1
1240880015,34
1243236091,32
1247531983,26
1252272782,5
1252511988,31
1252544288,18
1259908758,18
1260293200,25
1261514360,21
1262747999,27
1264790106,27
1266051587,4
1266237068,22
1267583337,3
1271221626,27
1271590538,27
1273133690,3
1273177618,4
1273266026,26
1273399556,3
1273957823,7
1273957849,35
1274091073,27
1275553897,31
1276235102,20
1276410830,35
1276866953,32
1276884068,31
1284498261,4
1284519519,26
1284751311,25
1287169267,32
1290857673,41
1290959085,31
1295452313,5
1297230954,31
1298497569,3
1299035547,27
1300129734,1
1301899954,5
1301980917,22
1303828450,5
1305672965,32
1305672984,5
1305786107,32
1307634145,32
1308747058,7
1309911284,32
1311650406,5
1313207305,42
1315472452,19
1316382204,3
1316671804,32
1325676813,3
1327567177,4
1328299135,32
1331099074,32
1332565129,22
1334486296,32
1334636745,41
1335435087,3
1340722167,3
1340774517,4
1346410411,3
1347273846,34
1347303111,28
1349509206,3
1352792948,35
1353997853,32
1359231302,42
1359521691,1
1360973935,26
1361427683,25
1361846410,5
1362004398,35
1366872062,35
1375305596,31
1381803004,21
1390483169,3
1391105084,34
1391731566,4
1391753430,20
1392751613,41
1399182770,32
1403022533,18
1409598213,27
1410097216,4
1411510434,37
1411510437,3
1412104835,41
1414215151,18
1414323895,18
1414467331,35
1418632273,25
1422869534,26
1425805036,7
1429607865,32
1430357381,3
1433561874,26
1441504790,4
1443171455,4
1443721902,35
1443824603,42
1445989091,3
1446022014,22
1446035617,3
1447092251,35
1449691350,31
1449784528,19
1450689138,35
1451387312,41
1451439936,26
1451578376,2
1452416877,32
1453560403,3
1453602302,41
1453628243,1
1454438019,31
1454440055,18
1454440193,2
1454963598,3
1455240346,18
1460637348,26
1461964630,32
1462528033,35
1463424372,41
1463470280,31
1463576360,3
1465315995,41
1465907682,18
1467149566,5
1467300733,35
1467324575,34
1468051733,31
1468983489,31
1470407009,25
1474614639,31
1480037957,4
1480314481,19
1481161227,31
1484489684,26
1484489886,3
1488392926,28
1488393146,26
1490565148,27
1492210914,22
1493113414,4
1496071146,32
1496231592,26
1496596057,5
1499533468,2
1499574567,18
1499604512,41
1499638070,3
1499658055,3
1500113042,12
1500113314,27
1500140223,19
1500241519,32
1503800362,32
1506606804,5
1506615102,34
1506902370,22
1507774695,20
1512154235,18
1512210580,3
1512211698,26
1512211721,32
1512224539,3
1512247079,2
1513560687,1
1513881512,3
1516252127,31
1516682759,32
1516905903,18
1517516917,4
1522788260,3
1523185058,4
1523312814,31
1526219850,4
1526686005,31
1526767685,3
1527000053,32
1527710799,3
1529900837,25
1531701893,21
1535027854,12
1536181813,32
1538684824,3
1540131685,35
1541696490,27
1541775467,18
1541800361,31
1542769996,35
1542773689,3
1546088524,18
1546442236,41
1546628320,3
1546912579,3
1551788052,42
1555346821,31
1556381018,5
1559817207,4
1563483095,18
1565981482,31
1568181930,31
1568245187,32
1572997813,27
1575809264,3
1577513959,4
1579132693,37
1581765416,31
1583362373,27
1584317692,5
1584868594,22
1585981324,41
1586091041,31
1587449491,1
1588160991,31
1589426394,3
1589886690,2
1590031041,3
1590895050,3
1591074028,35
1596756563,26
1596783756,1
1598898228,31
1599798101,31
1601081808,27
1601825650,3
1601846788,2
1601949243,26
1604921578,22
1605462240,32
1605489836,1
1605849649,4
1605927183,3
1605927346,32
1606495338,26
1607516721,27
1608903512,32
1609628107,31
1610462156,32
1612456045,1
1615982004,26
1616812517,41
1617607975,18
1618981510,32
1622317617,31
1622789452,32
1623396923,25
1623932510,32
1626926087,25
1627900271,3
1628941281,26
1630756426,4
1634856576,3
1634909556,35
1635779433,32
1637211719,4
1643422652,31
1643963524,3
1643990450,20
1643991249,26
1644200511,19
1644478255,3
1644558278,1
1644558430,35
1646309702,1
1647533352,31
1649528656,31
1650191757,3
1650580893,3
1654230235,19
1654686572,32
1656342814,18
1658521536,31
1661698570,31
1661990589,5
1664724300,32
1664876175,18
1671160754,31
1671891288,25
1671976408,31
1676902700,26
1677467099,41
1680590533,26
1680744381,32
1680900481,3
1683271624,31
1683415327,1
1683429666,1
1683430855,26
1685081985,32
1685082203,1
1685247775,27
1685817707,32
1687653871,27
1688377702,22
1688407264,32
1691318222,4
1692770621,41
1693453774,42
1695201925,5
1695570723,2
1696896155,35
1697068625,18
1697794458,5
1697869635,3
1702015509,26
1704658188,18
1704830073,32
1707492761,41
1707738022,2
1711421717,32
1712320453,31
1713103960,4
1713889499,22
1714109632,3
1715181853,4
1719339138,34
1719704836,32
1719737812,27
1721325054,1
1722116460,35
1725241574,41
1726232968,31
1728082033,32
1728441116,3
1733529830,3
1733790431,31
1735486357,3
1737565797,32
1738489111,2
1738611068,20
1741817877,2
1742261923,27
1743825870,32
1744175682,26
1744460413,3
1745158308,31
1746507404,26
1747547759,27
1747964215,4
1753200223,31
1755812764,32
1755912992,18
1756038243,4
1756130536,41
1756389227,32
1756617694,18
1756634765,32
1756641326,41
1758461259,32
1758669806,3
1760374659,31
1760386429,35
1761169605,32
1761204951,4
1761480463,32
1761498525,1
1762332138,26
1762567008,41
1762658975,32
1763122433,35
1765179389,26
1765435344,41
1767313166,32
1767380858,1
1769046045,41
1769129061,31
1769857576,3
1770247679,4
1770353263,32
1770700986,34
1771507358,27
1772343390,3
1774066713,22
1775853085,4
1775969833,41
1775969879,41
1776136692,31
1776181142,35
1776416478,32
1777487443,19
1777530075,34
1777955987,31
1777965872,1
1779090632,31
1779787538,19
1779831610,32
1780201190,25
1781312850,5
1781965123,27
1782930807,41
1784654054,31
1786239580,42
1786429322,3
1786869211,32
1787194799,32
1789380566,18
1790444836,41
1790719571,4
1791693181,32
1791727990,32
1791789617,18
1792115439,41
1793874227,2
1794973016,32
1795474875,2
1795667674,27
1796020855,2
1796129638,3
1797048671,31
1797051345,42
1797368271,31
1797854675,32
1797890455,26
1798566352,3
1800971745,35
1800996074,1
1802236197,32
1802501853,3
1802504527,5
1802506156,32
1805842239,35
1806370335,26
1806538149,32
1808569644,32
1808930882,4
1811982194,41
1812787869,4
1813823081,31
1815269030,31
1815356559,3
1818246037,35
1818356738,26
1818357657,35
1818951683,4
1819959380,3
1820252197,41
1821159343,35
1821399903,32
1822278057,22
1822729107,2
1823085903,35
1825155995,18
1825240718,4
1825504769,22
1827206203,25
1827413659,1
1827880446,32
1828717259,37
1829144318,32
1829410258,5
1947044,22
4942724,42
11377444,26
17655582,31
36920708,41
41453482,3
42390534,41
43097036,26
52718856,27
62024503,4
65993548,18
71702333,35
71773273,4
80500395,27
82838820,31
85577976,4
86771730,28
87571429,27
88844530,42
95795693,7
109381312,19
109425778,31
112993854,32
122894923,3
125356289,4
127708472,31
139085276,42
139211044,1
147494747,1
151125298,32
155727572,31
156435660,25
181530991,26
190558709,3
199631499,25
204336693,42
224280118,32
225966628,35
228945122,31
229584469,4
229618389,32
229639491,26
233893588,25
236566328,32
248192980,4
250539497,26
252159561,4
270972084,41
279748072,25
315623797,35
322544218,1
339370089,27
348205656,31
365447611,32
371107241,26
372463463,4
376495338,22
378752757,32
380317263,4
383263064,18
393009252,32
408270915,26
409132913,3
447938409,2
456439991,31
460159618,41
474159211,41
474428125,41
478856861,3
483988929,18
511070693,27
520719608,5
525401973,25
551957388,31
587192460,42
592742656,32
594406235,3
598693919,1
602645772,4
606654170,3
618285906,31
631281016,32
637230136,32
640602326,35
644783569,35
660318910,41
663686880,6
671349469,32
671368451,27
672188473,41
680220534,4
684418861,3
685618800,26
686603328,41
687161489,35
687920643,4
691575167,4
696740535,26
699396223,26
699406752,4
706654606,32
706856770,19
710081257,4
719327711,32
720827378,34
725995702,31
727109753,5
734613264,31
736560971,22
739421821,31
755050296,3
758380315,3
764649150,31
769062463,41
772488098,31
773556279,26
777499537,1
777859288,2
778525748,4
778739111,26
780757688,26
787752963,42
792446365,25
794427573,4
799000971,18
799709904,31
800784598,4
802587943,3
808437456,31
809620752,27
818893078,4
827519358,35
838004881,4
845333882,32
851061632,19
851513064,7
858041289,32
859516167,27
860948280,32
866908474,42
868758590,26
874293439,18
874711501,35
875200685,18
882475805,32
885013733,25
885180478,42
888812936,32
891556164,1
891728499,3
892989079,22
896824800,32
901508094,4
914952098,31
917249861,32
921989618,26
930874962,19
930935223,31
938266189,27
941082649,27
948958991,32
954859700,34
955070465,5
955111642,41
955116424,27
955428844,1
959103478,27
959105902,5
959141915,3
959688825,3
962801720,42
967703132,31
969863224,19
970477222,4
973856297,32
975338603,1
975541735,32
980261456,27
982293301,19
985463891,26
985594819,4
1002297955,1
1004193277,35
1004377472,22
1011352578,41
1016344110,26
1016593200,3
1019669172,32
1024174336,22
1024311380,20
1024722211,27
1025575679,3
1025734419,1
1025849868,31
1028873989,5
1029158525,22
1031121805,3
1035679696,35
1036745471,25
1036759341,32
1039921571,31
1049699457,31
1063501842,4
1064933628,19
1065019443,3
1067369892,32
1067481537,32
1074584511,3
1075899457,34
1075901710,31
1077222363,25
1078395215,4
1080351050,3
1080604327,3
1081444889,41
1083002962,4
1095594429,26
1098375470,1
1099147789,42
1099369679,20
1100896752,31
1107414680,31
1108291477,4
1110166099,4
1116341924,41
1120778777,32
1121259206,31
1123131040,32
1124237838,2
1126378210,19
1128458232,35
1134602980,35
1135698765,31
1137157479,25
1137435677,32
1138461109,18
1139469767,2
1140830061,31
1147017824,28
1147737993,41
1147744758,26
1149282188,3
1157061099,32
1157936020,31
1158245695,32
1159537662,31
1161974986,41
1162468480,31
1165030050,26
1168828771,4
1170032644,35
1174729460,7
1176884459,27
1179664231,3
1179743820,3
1179813996,20
1181990700,21
1184066883,32
1186370395,20
1194415453,18
1195561247,3
1196317439,2
1203161660,31
1207663693,42
1207837855,3
1209069002,4
1211002127,4
1212130792,41
1213377382,25
1214582558,32
1215073479,34
1216732907,32
1220505645,18
1222510523,31
1222580157,3
1226402155,35
1227848296,26
1229069073,27
1232021394,1
1233752960,34
1234647316,26
1234677288,31
1234687117,32
1234689428,27
1235006007,19
1235007491,35
1236512308,25
1238672615,31
1243981278,26
1247453998,32
1251110804,32
1252421900,5
1252421910,3
1254134307,31
1256177506,1
1260984153,3
1260984255,32
1261283897,25
1261297000,20
1261607658,32
1264621982,32
1264629824,3
1264629839,26
1264671156,25
1264671304,32
1264671386,4
1264790723,1
1265881661,22
1267341693,3
1271782433,35
1273509669,27
1275187812,35
1279143775,32
1285406666,31
1285800220,5
1285853679,3
1285855313,27
1286229959,35
1286852521,27
1289250396,26
1289403637,1
1289978836,18
1296362280,3
1301900169,4
1304150620,1
1305634529,41
1305685634,32
1305761216,19
1309957311,4
1311702461,32
1312067630,3
1312067638,31
1313995820,3
1315472267,42
1315788708,26
1315864657,22
1316224251,42
1321503424,31
1322101593,35
1325463592,26
1329173412,2
1332989810,4
1333107773,3
1334272931,32
1337202680,31
1343526120,5
1347375200,32
1351490233,32
1352903399,3
1356530948,27
1357953049,4
1359107395,4
1361047126,22
1363540196,3
1363566983,18
1364118166,2
1366162168,42
1366413220,22
1367256322,35
1368512927,31
1370314803,1
1370502787,19
1371929939,41
1373259985,32
1373988320,42
1374806050,32
1375896129,42
1381801219,28
1391154494,19
1397010479,4
1397821366,4
1399679251,3
1400294768,41
1402842997,31
1403785980,31
1404948677,3
1405196562,32
1407061496,32
1411534495,1
1412395040,42
1416105996,3
1417142432,41
1417153892,3
1417186536,25
1417629772,25
1422309061,26
1423493123,32
1424945794,3
1427443386,5
1427579844,41
1431089199,41
1435877742,32
1436781421,32
1442372013,2
1443642866,41
1446542016,18
1447935064,32
1449710842,42
1450146599,18
1450582591,1
1451502334,1
1451844363,32
1452314229,42
1452877599,4
1453221779,3
1454440119,41
1455265432,31
1457074887,3
1457160591,35
1457279283,37
1458929337,32
1459288626,20
1461113322,42
1461143431,4
1462965496,31
1463364168,26
1463411047,35
1463424326,2
1463454904,41
1463458802,32
1463525934,3
1464483001,32
1464729557,27
1464779126,5
1471050410,22
1473628696,35
1476481224,4
1478417686,18
1479289104,31
1480176019,41
1481548547,41
1482869031,3
1483063535,35
1488634131,35
1489565388,3
1490318423,26
1492858486,3
1494351614,35
1494371645,3
1494373998,41
1496564023,7
1496887123,26
1497784122,42
1499514648,3
1499530311,35
1499574457,5
1499574606,32
1499635428,32
1499635453,32
1499638155,31
1499642048,27
1500241367,4
1500287170,4
1501494394,12
1501715761,32
1506560904,31
1506814972,42
1508796973,18
1509052932,31
1509106558,27
1512761116,1
1514825714,34
1515125881,22
1515644013,5
1516480787,3
1516631962,32
1516869156,3
1517290405,35
1517530183,1
1519316838,19
1520749040,3
1521538045,32
1523313442,35
1524593021,3
1525849654,19
1526815435,31
1527017752,32
1527122761,42
1527193839,18
1528599874,4
1528600083,35
1529578554,5
1530800971,42
1532723610,32
1533720989,41
1534049438,32
1534589992,3
1534763720,5
1535063591,41
1535452257,4
1536184663,3
1540131665,26
1541672349,4
1543052711,31
1548818025,41
1550106270,4
1551825342,25
1551838465,26
1552964632,26
1553039265,31
1555893309,4
1556148502,26
1559542078,31
1559605936,32
1561705866,41
1562712832,1
1566289225,32
1572683724,32
1577294440,32
1578566635,31
1579189693,31
1580591902,2
1581680019,31
1582104651,42
1583125825,1
1583362039,3
1583522601,3
1584102791,32
1585827647,4
1588160099,32
1588924015,4
1589237661,3
1589427287,27
1589531101,32
1589662136,34
1589931227,18
1591334741,35
1591635900,19
1593038962,32
1594509753,19
1597005690,19
1597360449,3
1597878172,42
1597941411,26
1599202096,4
1599676484,27
1599735509,1
1604770979,4
1606268748,31
1607213270,41
1607555742,1
1608897616,42
1609202822,18
1609410173,4
1609446928,25
1612332477,3
1612456027,35
1613621701,4
1615352868,26
1616114726,18
1616893240,18
1617896554,32
1619234786,26
1621159130,32
1621787179,26
1624062993,27
1624367090,32
1624954897,4
1626856192,26
1626877132,4
1626922024,1
1628938049,42
1631119873,4
1631558948,41
1633725448,32
1634462135,18
1637329028,3
1637357039,20
1639045404,4
1639184346,26
1641980367,18
1643787324,22
